dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code,file_name,ingest_timestamp
2025-08-01,2025-08-01 21:44:44,CUST000000090460,643624,1,2000000295480,1,INR,1421,0%,171,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:38:09,CUST000000195677,643625,1,2000000236995,1,GBP,63,5%,8,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:38:09,CUST000000195677,643625,2,2000000275727,1,GBP,39,16%,2,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 06:55:02,CUST000000271731,643626,1,2000000087917,3,USD,$8,1%,5,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 06:55:02,CUST000000271731,643626,2,2000000035703,1,USD,$761,17%,114,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:53:58,CUST000000295129,643627,1,2000000093642,1,GBP,574,0%,29,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:01:38,CUST000000278341,643628,1,2000000016382,1,SGD,6,12%,1,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:01:38,CUST000000278341,643628,2,2000000410685,1,SGD,448,0%,81,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:17:54,CUST000000246944,643629,1,2000000001371,1,INR,50575,12%,5327,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:00:39,CUST000000080221,643630,1,2000000445724,1,AED,138,3%,7,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 12:33:59,CUST000000211685,643631,1,2000000494203,Two,INR,1612,4%,156,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:11:26,CUST000000185326,643632,1,2000000354668,1,USD,$47,8%,6,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 10:51:11,CUST000000089715,643633,1,2000000110868,1,INR,180,16%,28,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:46:18,CUST000000232020,643634,1,2000000059051,1,INR,12994,2%,636,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:46:18,CUST000000232020,643634,2,2000000067070,1,INR,6640,0%,332,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 01:46:18,CUST000000232020,643634,3,2000000193489,1,INR,907,0%,109,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:48:07,CUST000000237740,643635,1,2000000344553,1,AED,7,2%,1,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:48:07,CUST000000237740,643635,2,2000000095578,1,AED,17,15%,3,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:48:07,CUST000000237740,643635,3,2000000056913,1,AED,19,9%,3,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:07:10,CUST000000074149,643636,1,2000000206318,1,INR,7667,1%,913,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:07:10,CUST000000074149,643636,2,2000000379937,1,INR,2360,21%,334,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:07:10,CUST000000074149,643636,3,2000000225067,1,INR,6298,18%,259,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:07:32,CUST000000215247,643637,1,2000000462677,1,INR,2640,0%,317,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:07:32,CUST000000215247,643637,2,2000000375762,1,INR,17147,4%,1966,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 17:07:32,CUST000000215247,643637,3,2000000358505,Two,INR,254,8%,24,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 14:07:00,CUST000000201839,643638,1,2000000072531,1,INR,15484,0%,775,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:31:22,CUST000000265477,643639,1,2000000066431,1,INR,13189,9%,2166,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 12:21:09,CUST000000092033,643640,1,2000000286082,1,INR,401,8%,45,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:44:25,CUST000000115879,643641,1,2000000322438,1,INR,762,16%,33,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 10:06:55,CUST000000187364,643642,1,2000000039985,1,AED,59,0%,3,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:02:11,CUST000000224498,643643,1,2000000153827,3,INR,2490,17%,312,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 11:04:28,CUST000000109069,643644,1,2000000353715,1,USD,$22,14%,3,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 11:04:28,CUST000000109069,643644,2,2000000100722,1,USD,$481,12%,51,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 11:04:28,CUST000000109069,643644,3,2000000230313,1,USD,$63,3%,4,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 12:55:31,CUST000000297268,643645,1,2000000088273,1,INR,12611,0%,1510,web,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 11:14:33,CUST000000233686,643646,1,2000000485225,1,INR,1441,8%,67,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:15:18,CUST000000146421,643647,1,2000000343594,1,USD,$22,22%,3,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:04:04,CUST000000229370,643648,1,2000000016993,Two,INR,96580,8%,8905,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 07:11:38,CUST000000120845,643649,1,2000000022055,3,INR,1676,0%,252,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 07:32:57,CUST000000270911,643650,1,2000000161815,1,INR,5535,4%,955,app,PRIME5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:55:20,CUST000000049267,643651,1,2000000414720,Two,GBP,838,4%,194,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:12:56,CUST000000278504,643652,1,2000000244693,1,INR,12086,12%,1273,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:12:56,CUST000000278504,643652,2,2000000096414,Two,INR,12241,8%,2716,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:12:56,CUST000000278504,643652,3,2000000297705,1,INR,25768,8%,4247,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 15:07:20,CUST000000030247,643653,1,2000000478913,1,INR,6244,3%,1094,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:21:48,CUST000000214403,643654,1,2000000222103,3,USD,$34,5%,12,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 03:31:44,CUST000000087145,643655,1,2000000116204,Two,INR,45870,3%,4460,web,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:17:40,CUST000000118863,643656,1,2000000267364,1,AUD,13,0%,1,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:17:40,CUST000000118863,643656,2,2000000293967,1,AUD,45,9%,3,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 06:30:15,CUST000000205436,643657,1,2000000234885,Two,INR,1594,8%,354,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 03:04:24,CUST000000093993,643658,1,2000000127804,1,USD,$60,10%,7,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:09:04,CUST000000067506,643659,1,2000000405254,1,INR,1019,9%,112,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:09:04,CUST000000067506,643659,2,2000000190808,Two,INR,981,0%,99,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 21:09:04,CUST000000067506,643659,3,2000000492353,Two,INR,3356,14%,696,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:02:50,CUST000000052906,643660,1,2000000432977,1,CAD,60,0%,8,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 04:02:50,CUST000000052906,643660,2,2000000204987,1,CAD,14,12%,2,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:23:11,CUST000000271941,643661,1,2000000355306,1,INR,98350,12%,15649,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:23:11,CUST000000271941,643661,2,2000000028293,1,INR,3065,0%,154,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:23:11,CUST000000271941,643661,3,2000000406145,Two,INR,1740,17%,346,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:23:11,CUST000000271941,643661,4,2000000098906,1,INR,5270,10%,570,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 13:23:11,CUST000000271941,643661,5,2000000269542,1,INR,1385,20%,133,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 03:31:17,CUST000000026747,643662,1,2000000250816,Two,INR,588,16%,120,web,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:37:32,CUST000000013179,643663,1,2000000331355,1,USD,$156,3%,19,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 22:37:32,CUST000000013179,643663,2,2000000409481,1,USD,$35,1%,5,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 00:01:10,CUST000000051556,643664,1,2000000256993,Two,INR,58673,9%,5332,app,FEST20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 11:16:36,CUST000000218305,643665,1,2000000237206,1,INR,4319,4%,496,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 18:23:48,CUST000000289669,643666,1,2000000411705,Two,INR,2966,0%,712,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 19:13:03,CUST000000160497,643667,1,2000000028460,1,GBP,29,8%,2,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:30:32,CUST000000026226,643668,1,2000000467535,1,INR,28788,9%,3141,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:30:32,CUST000000026226,643668,2,2000000313672,1,INR,1135,12%,51,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 09:30:32,CUST000000026226,643668,3,2000000006963,1,INR,1848,6%,87,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 19:51:29,CUST000000154154,643669,1,2000000362144,Two,INR,50680,19%,9906,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 19:51:29,CUST000000154154,643669,2,2000000058986,1,INR,1040,25%,95,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 15:33:51,CUST000000145656,643670,1,2000000452876,1,INR,10156,0%,1219,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:31:58,CUST000000103701,643671,1,2000000475370,1,CAD,24,7%,5,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:31:58,CUST000000103701,643671,2,2000000113548,1,CAD,85,11%,10,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:31:58,CUST000000103701,643671,3,2000000180816,1,CAD,206,22%,20,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 05:31:58,CUST000000103701,643671,4,2000000341842,1,CAD,68,9%,4,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:02:37,CUST000000266309,643672,1,2000000393827,1,USD,$131,7%,7,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:02:37,CUST000000266309,643672,2,2000000346724,1,USD,$16,0%,4,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 12:17:54,CUST000000137336,643673,1,2000000107202,1,INR,1925,7%,90,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 12:17:54,CUST000000137336,643673,2,2000000428604,Two,INR,987,0%,99,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 12:14:56,CUST000000009881,643674,1,2000000431192,1,GBP,51,0%,7,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 07:55:38,CUST000000186535,643675,1,2000000255996,Two,INR,6471,0%,648,app,SAVE50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:06:08,CUST000000148110,643676,1,2000000329017,Two,INR,1547,11%,330,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 08:40:13,CUST000000168787,643677,1,2000000251127,1,INR,1361,9%,149,app,NEW10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:12:31,CUST000000187150,643678,1,2000000250731,1,INR,2673,0%,482,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:12:31,CUST000000187150,643678,2,2000000367095,1,INR,72286,6%,8179,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:12:31,CUST000000187150,643678,3,2000000023601,1,INR,12157,3%,590,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 02:12:31,CUST000000187150,643678,4,2000000128979,1,INR,2015,19%,196,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 16:01:01,CUST000000089775,643679,1,2000000262383,1,USD,$117,14%,13,web,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:18:54,CUST000000183539,643680,1,2000000277707,1,INR,189,6%,9,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:18:54,CUST000000183539,643680,2,2000000241814,4,INR,891,10%,387,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:18:54,CUST000000183539,643680,3,2000000378725,1,INR,2242,9%,246,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
2025-08-01,2025-08-01 23:18:54,CUST000000183539,643680,4,2000000217710,1,INR,12171,13%,1268,app,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z
