date_id,transaction_date,transaction_ts,transaction_id,customer_id,seq_no,product_id,channel,coupon_code,coupon_flag,unit_price_currency,quantity,unit_price,gross_amount,discount_percent,discount_amount,tax_amount,net_amount,net_amount_inr
20250801,2025-08-01,2025-08-01T11:22:47.000Z,643890,CUST000000174201,1,2000000357942,Website,null,0,INR,1,502,502,6,31,57,528,528
20250801,2025-08-01,2025-08-01T11:46:57.000Z,643900,CUST000000183028,1,2000000016115,Mobile,null,0,INR,2,16136,32272,6,1937,3633,33968,33968
20250801,2025-08-01,2025-08-01T03:29:14.000Z,643903,CUST000000185297,2,2000000398068,Website,null,0,AED,1,3646,3646,19,693,529,3482,84195
20250801,2025-08-01,2025-08-01T14:53:45.000Z,643913,CUST000000221649,2,2000000062495,Website,fest20,1,USD,1,24,24,14,4,2,22,1943
20250801,2025-08-01,2025-08-01T04:11:20.000Z,643922,CUST000000022448,3,2000000084527,Mobile,null,0,INR,1,3733,3733,3,112,435,4056,4056
20250801,2025-08-01,2025-08-01T23:07:45.000Z,643932,CUST000000005435,1,2000000030968,Website,null,0,INR,1,30103,30103,18,5419,2976,27660,27660
20250801,2025-08-01,2025-08-01T05:51:27.000Z,643936,CUST000000181673,3,2000000471075,Website,null,0,INR,1,2221,2221,11,245,355,2331,2331
20250801,2025-08-01,2025-08-01T05:27:24.000Z,643951,CUST000000032733,1,2000000300801,Mobile,save50,1,INR,1,1577,1577,15,237,162,1502,1502
20250801,2025-08-01,2025-08-01T09:30:47.000Z,643961,CUST000000004471,1,2000000052694,Website,null,0,USD,1,23,23,0,0,3,26,2296
20250801,2025-08-01,2025-08-01T21:30:06.000Z,643962,CUST000000197853,1,2000000263809,Website,null,0,CAD,1,77,77,2,2,4,79,4972
20250801,2025-08-01,2025-08-01T19:37:40.000Z,643963,CUST000000117336,2,2000000177427,Mobile,prime5,1,INR,1,40296,40296,11,4433,4306,40169,40169
20250801,2025-08-01,2025-08-01T15:50:15.000Z,643964,CUST000000113514,2,2000000026770,Mobile,new10,1,USD,1,520,520,0,0,63,583,51474
20250801,2025-08-01,2025-08-01T15:06:35.000Z,643968,CUST000000271766,2,2000000133928,Mobile,prime5,1,INR,1,780,780,0,0,94,874,874
20250801,2025-08-01,2025-08-01T04:54:40.000Z,643993,CUST000000221388,1,2000000360829,Website,null,0,AED,1,194,194,17,33,20,181,4377
20250801,2025-08-01,2025-08-01T03:20:19.000Z,643998,CUST000000121065,1,2000000350424,Website,null,0,AED,1,232,232,4,10,27,249,6021
20250801,2025-08-01,2025-08-01T03:20:19.000Z,643998,CUST000000121065,4,2000000257525,Website,null,0,AED,1,312,312,13,41,33,304,7351
20250801,2025-08-01,2025-08-01T05:28:44.000Z,644016,CUST000000233074,1,2000000015453,Mobile,null,0,GBP,1,484,484,10,49,22,457,53917
20250801,2025-08-01,2025-08-01T01:43:27.000Z,644020,CUST000000252740,2,2000000097305,Mobile,fest20,1,INR,1,55042,55042,0,0,6606,61648,61648
20250801,2025-08-01,2025-08-01T04:29:37.000Z,644050,CUST000000120792,1,2000000364032,Mobile,null,0,AED,1,166,166,13,22,18,162,3918
20250801,2025-08-01,2025-08-01T03:25:19.000Z,644071,CUST000000145291,3,2000000005225,Website,null,0,INR,1,5926,5926,18,1067,585,5444,5444
20250801,2025-08-01,2025-08-01T05:42:54.000Z,644081,CUST000000198061,1,2000000048499,Mobile,fest20,1,INR,1,15017,15017,1,151,1778,16644,16644
20250801,2025-08-01,2025-08-01T07:19:06.000Z,644110,CUST000000253608,1,2000000180342,Website,prime5,1,GBP,1,82,82,15,13,9,78,9203
20250801,2025-08-01,2025-08-01T09:25:58.000Z,644117,CUST000000114895,3,2000000253794,Mobile,null,0,INR,4,938,3752,10,376,407,3783,3783
20250801,2025-08-01,2025-08-01T20:19:41.000Z,644134,CUST000000094863,1,2000000397757,Mobile,prime5,1,INR,1,239,239,1,3,43,279,279
20250801,2025-08-01,2025-08-01T18:11:25.000Z,644145,CUST000000256704,1,2000000074023,Mobile,null,0,INR,1,725,725,16,116,74,683,683
20250801,2025-08-01,2025-08-01T03:23:07.000Z,644154,CUST000000282841,1,2000000314358,Mobile,null,0,INR,3,111852,335556,10,33556,15168,317168,317168
20250801,2025-08-01,2025-08-01T17:50:23.000Z,644166,CUST000000095607,4,2000000213620,Mobile,null,0,INR,1,6048,6048,1,61,720,6707,6707
20250801,2025-08-01,2025-08-01T15:25:16.000Z,644167,CUST000000214101,1,2000000075433,Mobile,new10,1,AED,1,209,209,5,11,24,222,5368
20250801,2025-08-01,2025-08-01T19:01:28.000Z,644178,CUST000000154488,1,2000000352701,Mobile,null,0,USD,1,24,24,11,3,3,24,2119
20250801,2025-08-01,2025-08-01T13:59:14.000Z,644187,CUST000000014898,1,2000000431468,Mobile,fest20,1,INR,2,2139,4278,2,86,503,4695,4695
20250801,2025-08-01,2025-08-01T11:04:18.000Z,644206,CUST000000004996,3,2000000243894,Mobile,null,0,INR,1,1215,1215,0,0,146,1361,1361
20250801,2025-08-01,2025-08-01T23:16:46.000Z,644217,CUST000000276327,4,2000000168692,Website,prime5,1,INR,1,74843,74843,10,7485,3352,70710,70710
20250801,2025-08-01,2025-08-01T19:40:40.000Z,644235,CUST000000202289,2,2000000212586,Mobile,fest20,1,GBP,1,1132,1132,19,216,46,962,113497
20250801,2025-08-01,2025-08-01T01:27:53.000Z,644240,CUST000000255274,2,2000000158471,Mobile,new10,1,AUD,1,175,175,0,0,22,197,11338
20250801,2025-08-01,2025-08-01T03:20:55.000Z,644241,CUST000000207147,1,2000000048000,Mobile,null,0,CAD,1,907,907,11,100,41,848,53365
20250801,2025-08-01,2025-08-01T11:28:20.000Z,644248,CUST000000200558,1,2000000012292,Website,null,0,GBP,2,16,32,9,3,4,33,3894
20250801,2025-08-01,2025-08-01T06:25:17.000Z,644249,CUST000000110521,1,2000000495385,Website,new10,1,CAD,4,175,700,13,91,31,640,40276
20250801,2025-08-01,2025-08-01T06:18:29.000Z,644252,CUST000000087966,1,2000000118550,Mobile,null,0,USD,1,34,34,9,4,2,32,2826
20250801,2025-08-01,2025-08-01T10:52:16.000Z,644268,CUST000000125648,1,2000000419213,Website,null,0,INR,2,613,1226,10,123,133,1236,1236
20250801,2025-08-01,2025-08-01T02:25:34.000Z,644274,CUST000000027897,1,2000000130941,Website,null,0,INR,1,580,580,15,87,89,582,582
20250801,2025-08-01,2025-08-01T09:28:08.000Z,644279,CUST000000221735,3,2000000313399,Website,fest20,1,INR,3,8248,24744,11,2722,3946,25968,25968
20250801,2025-08-01,2025-08-01T09:28:08.000Z,644279,CUST000000221735,4,2000000453712,Website,fest20,1,INR,1,35496,35496,20,7100,5086,33482,33482
20250801,2025-08-01,2025-08-01T02:37:54.000Z,644281,CUST000000004797,1,2000000245140,Website,null,0,AED,2,101,202,10,21,23,204,4933
20250801,2025-08-01,2025-08-01T20:36:56.000Z,644295,CUST000000150110,2,2000000008134,Website,null,0,GBP,2,6,12,8,1,2,13,1534
20250801,2025-08-01,2025-08-01T20:36:00.000Z,644303,CUST000000050000,1,2000000096926,Website,null,0,INR,1,5858,5858,0,0,704,6562,6562
20250801,2025-08-01,2025-08-01T14:42:39.000Z,644308,CUST000000027588,2,2000000030852,Mobile,null,0,AED,1,64,64,2,2,8,70,1693
20250801,2025-08-01,2025-08-01T13:17:55.000Z,644317,CUST000000191362,1,2000000305479,Mobile,fest20,1,INR,2,2963,5926,2,119,694,6501,6501
20250801,2025-08-01,2025-08-01T06:26:45.000Z,644339,CUST000000134496,2,2000000435282,Mobile,null,0,USD,1,40,40,0,0,3,43,3797
20250801,2025-08-01,2025-08-01T00:19:48.000Z,644348,CUST000000291430,2,2000000312316,Mobile,null,0,INR,2,3216,6432,17,1094,268,5606,5606
20250801,2025-08-01,2025-08-01T10:28:21.000Z,644359,CUST000000199012,2,2000000460758,Website,null,0,AED,1,113,113,7,8,13,118,2854
20250801,2025-08-01,2025-08-01T08:26:21.000Z,644360,CUST000000080664,1,2000000272627,Website,null,0,INR,1,14580,14580,7,1021,1625,15184,15184
20250801,2025-08-01,2025-08-01T21:05:40.000Z,644393,CUST000000132118,3,2000000469454,Website,null,0,USD,1,580,580,1,6,69,643,56771
20250801,2025-08-01,2025-08-01T08:49:29.000Z,644415,CUST000000135306,1,2000000384191,Website,null,0,INR,1,45544,45544,5,2278,7795,51061,51061
20250801,2025-08-01,2025-08-01T10:06:39.000Z,644431,CUST000000162972,2,2000000335636,Mobile,null,0,SGD,3,1155,3465,8,278,382,3569,243335
20250801,2025-08-01,2025-08-01T07:11:32.000Z,644436,CUST000000029342,1,2000000227009,Website,prime5,1,USD,1,88,88,1,1,5,92,8123
20250802,2025-08-02,2025-08-02T17:50:58.000Z,644439,CUST000000049342,2,2000000485638,Website,prime5,1,INR,1,641,641,11,71,69,639,639
20250802,2025-08-02,2025-08-02T22:45:26.000Z,644452,CUST000000105163,1,2000000340432,Website,new10,1,INR,1,25638,25638,8,2052,2838,26424,26424
20250802,2025-08-02,2025-08-02T12:41:34.000Z,644455,CUST000000283114,1,2000000303130,Website,prime5,1,USD,1,60,60,13,8,3,55,4856
20250802,2025-08-02,2025-08-02T16:45:14.000Z,644478,CUST000000283943,1,2000000085005,Mobile,null,0,INR,1,3773,3773,0,0,453,4226,4226
20250802,2025-08-02,2025-08-02T21:06:08.000Z,644480,CUST000000226552,2,2000000376943,Mobile,null,0,INR,1,74095,74095,8,5928,12283,80450,80450
20250802,2025-08-02,2025-08-02T13:48:01.000Z,644482,CUST000000178320,1,2000000108674,Website,null,0,INR,1,2871,2871,5,144,330,3057,3057
20250802,2025-08-02,2025-08-02T12:33:00.000Z,644491,CUST000000011566,1,2000000024653,Website,new10,1,SGD,1,97,97,16,16,15,96,6546
20250802,2025-08-02,2025-08-02T04:01:11.000Z,644497,CUST000000044798,4,2000000046730,Mobile,null,0,INR,1,3336,3336,11,367,356,3325,3325
20250802,2025-08-02,2025-08-02T14:31:06.000Z,644504,CUST000000278505,1,2000000139296,Mobile,null,0,USD,1,31,31,10,4,2,29,2561
20250802,2025-08-02,2025-08-02T01:47:19.000Z,644523,CUST000000205770,1,2000000400785,Website,null,0,GBP,3,38,114,11,13,6,107,12624
20250802,2025-08-02,2025-08-02T00:00:48.000Z,644531,CUST000000053447,1,2000000465791,Website,null,0,AED,2,2613,5226,7,366,582,5442,131588
20250802,2025-08-02,2025-08-02T09:52:09.000Z,644535,CUST000000141439,3,2000000126746,Mobile,save50,1,INR,1,10224,10224,14,1432,440,9232,9232
20250802,2025-08-02,2025-08-02T09:52:09.000Z,644535,CUST000000141439,5,2000000270463,Mobile,save50,1,INR,2,1610,3220,10,322,524,3422,3422
20250802,2025-08-02,2025-08-02T05:37:25.000Z,644540,CUST000000024778,2,2000000474281,Mobile,null,0,INR,1,984,984,4,40,114,1058,1058
20250802,2025-08-02,2025-08-02T01:21:20.000Z,644544,CUST000000183878,1,2000000181769,Mobile,null,0,USD,2,16,32,8,3,6,35,3091
20250802,2025-08-02,2025-08-02T10:29:15.000Z,644547,CUST000000082278,2,2000000440699,Website,save50,1,AUD,1,46,46,11,6,5,45,2590
20250802,2025-08-02,2025-08-02T17:08:09.000Z,644551,CUST000000292864,1,2000000289809,Mobile,new10,1,INR,2,2883,5766,17,981,867,5652,5652
20250802,2025-08-02,2025-08-02T14:31:18.000Z,644558,CUST000000078959,2,2000000213057,Website,null,0,INR,2,5293,10586,20,2118,425,8893,8893
20250802,2025-08-02,2025-08-02T22:51:54.000Z,644563,CUST000000265033,1,2000000132242,Mobile,null,0,CAD,2,41,82,0,0,10,92,5790
20250802,2025-08-02,2025-08-02T19:52:04.000Z,644585,CUST000000156501,3,2000000095066,Website,null,0,SGD,2,46,92,23,22,4,74,5046
20250802,2025-08-02,2025-08-02T12:24:16.000Z,644587,CUST000000254178,2,2000000325064,Mobile,null,0,INR,3,2328,6984,13,908,1096,7172,7172
20250802,2025-08-02,2025-08-02T21:38:43.000Z,644602,CUST000000233087,1,2000000271125,Mobile,null,0,GBP,1,17,17,18,4,1,14,1652
20250802,2025-08-02,2025-08-02T01:18:44.000Z,644605,CUST000000118196,1,2000000067384,Mobile,prime5,1,AED,1,65,65,3,2,8,71,1717
20250802,2025-08-02,2025-08-02T14:10:27.000Z,644608,CUST000000236069,2,2000000252032,Mobile,save50,1,INR,1,34915,34915,1,350,6198,40763,40763
20250802,2025-08-02,2025-08-02T09:52:30.000Z,644619,CUST000000142553,1,2000000091785,Website,null,0,GBP,1,10,10,11,2,2,10,1180
20250802,2025-08-02,2025-08-02T21:21:00.000Z,644623,CUST000000246256,1,2000000155623,Mobile,null,0,INR,2,55675,111350,6,6681,5227,109896,109896
20250802,2025-08-02,2025-08-02T11:44:37.000Z,644629,CUST000000275191,2,2000000417721,Website,prime5,1,SGD,1,5,5,0,0,1,6,410
20250802,2025-08-02,2025-08-02T01:29:25.000Z,644643,CUST000000211756,1,2000000050133,Mobile,prime5,1,USD,2,45,90,13,12,10,88,7770
20250802,2025-08-02,2025-08-02T19:20:17.000Z,644644,CUST000000085428,2,2000000391861,Website,new10,1,INR,1,938,938,14,132,41,847,847
20250802,2025-08-02,2025-08-02T11:37:09.000Z,644661,CUST000000137895,2,2000000148199,Mobile,new10,1,CAD,1,81,81,1,1,15,95,5979
20250802,2025-08-02,2025-08-02T08:16:34.000Z,644682,CUST000000131411,3,2000000014500,Mobile,null,0,INR,2,45924,91848,9,8267,15088,98669,98669
20250802,2025-08-02,2025-08-02T06:24:29.000Z,644706,CUST000000013688,2,2000000325835,Mobile,new10,1,INR,2,7648,15296,0,0,1836,17132,17132
20250802,2025-08-02,2025-08-02T21:42:32.000Z,644707,CUST000000204369,1,2000000185736,Mobile,save50,1,USD,1,9,9,3,1,2,10,883
20250802,2025-08-02,2025-08-02T23:16:04.000Z,644748,CUST000000253263,3,2000000413990,Mobile,null,0,INR,1,85216,85216,9,7670,14007,91553,91553
20250802,2025-08-02,2025-08-02T03:37:32.000Z,644776,CUST000000242959,1,2000000360379,Website,null,0,INR,2,878,1756,4,71,85,1770,1770
20250802,2025-08-02,2025-08-02T01:33:26.000Z,644779,CUST000000287920,1,2000000112480,Website,new10,1,USD,1,7,7,6,1,1,7,619
20250802,2025-08-02,2025-08-02T10:29:57.000Z,644798,CUST000000165035,2,2000000142111,Mobile,null,0,INR,1,1021,1021,16,164,103,960,960
20250802,2025-08-02,2025-08-02T06:34:01.000Z,644857,CUST000000220716,2,2000000329550,Website,fest20,1,AED,1,366,366,5,19,18,365,8826
20250802,2025-08-02,2025-08-02T17:36:49.000Z,644912,CUST000000072773,3,2000000402109,Mobile,null,0,INR,2,1002,2004,4,81,347,2270,2270
20250802,2025-08-02,2025-08-02T06:05:19.000Z,644921,CUST000000067213,2,2000000281490,Website,null,0,USD,1,23,23,0,0,3,26,2296
20250802,2025-08-02,2025-08-02T04:11:38.000Z,644922,CUST000000007372,3,2000000419169,Mobile,null,0,GBP,1,10,10,11,2,2,10,1180
20250802,2025-08-02,2025-08-02T14:43:24.000Z,644926,CUST000000127874,1,2000000242842,Mobile,null,0,INR,2,4440,8880,18,1599,871,8152,8152
20250802,2025-08-02,2025-08-02T02:55:55.000Z,644931,CUST000000084265,1,2000000499840,Website,null,0,INR,2,1032,2064,5,104,352,2312,2312
20250802,2025-08-02,2025-08-02T12:27:14.000Z,644933,CUST000000218535,3,2000000227979,Mobile,null,0,INR,1,4137,4137,6,249,469,4357,4357
20250802,2025-08-02,2025-08-02T20:03:05.000Z,644951,CUST000000198040,1,2000000491998,Mobile,null,0,INR,1,86644,86644,8,6932,3969,83681,83681
20250802,2025-08-02,2025-08-02T23:46:49.000Z,644968,CUST000000164639,4,2000000439952,Website,null,0,USD,3,67,201,10,21,10,190,16776
20250802,2025-08-02,2025-08-02T17:22:59.000Z,644977,CUST000000029236,1,2000000073897,Mobile,null,0,INR,1,2252,2252,7,158,377,2471,2471
20250802,2025-08-02,2025-08-02T17:22:59.000Z,644977,CUST000000029236,2,2000000071572,Mobile,null,0,INR,1,724,724,11,80,116,760,760
20250802,2025-08-02,2025-08-02T16:15:44.000Z,645011,CUST000000103643,2,2000000049502,Mobile,null,0,AUD,1,82,82,10,9,4,77,4432
20250802,2025-08-02,2025-08-02T12:11:06.000Z,645012,CUST000000061828,3,2000000325774,Mobile,save50,1,INR,1,3139,3139,16,503,315,2951,2951
20250802,2025-08-02,2025-08-02T12:11:06.000Z,645012,CUST000000061828,4,2000000422626,Mobile,save50,1,INR,1,3973,3973,0,0,477,4450,4450
20250802,2025-08-02,2025-08-02T03:26:09.000Z,645013,CUST000000276756,2,2000000327778,Website,null,0,INR,1,636,636,21,134,61,563,563
20250802,2025-08-02,2025-08-02T00:44:52.000Z,645018,CUST000000009034,4,2000000313023,Mobile,null,0,AUD,1,66,66,7,5,12,73,4202
20250802,2025-08-02,2025-08-02T15:26:25.000Z,645019,CUST000000226585,1,2000000141763,Mobile,null,0,INR,1,756,756,7,53,127,830,830
20250802,2025-08-02,2025-08-02T18:57:15.000Z,645023,CUST000000193436,3,2000000438320,Website,prime5,1,INR,1,1101,1101,19,210,45,936,936
20250802,2025-08-02,2025-08-02T11:33:11.000Z,645034,CUST000000056879,4,2000000421810,Website,null,0,SGD,1,15,15,2,1,2,16,1091
20250802,2025-08-02,2025-08-02T02:26:34.000Z,645035,CUST000000127070,2,2000000403755,Website,null,0,AUD,2,12,24,10,3,2,23,1324
20250802,2025-08-02,2025-08-02T14:57:35.000Z,645041,CUST000000110765,1,2000000251660,Website,null,0,INR,1,79830,79830,0,0,3992,83822,83822
20250802,2025-08-02,2025-08-02T08:47:30.000Z,645052,CUST000000113885,1,2000000396491,Website,null,0,INR,1,1117,1117,9,101,122,1138,1138
20250802,2025-08-02,2025-08-02T05:57:01.000Z,645058,CUST000000091253,2,2000000227719,Website,prime5,1,INR,1,399,399,22,88,16,327,327
20250802,2025-08-02,2025-08-02T21:09:04.000Z,645059,CUST000000134275,2,2000000274492,Website,null,0,INR,1,695,695,16,112,30,613,613
20250802,2025-08-02,2025-08-02T04:36:03.000Z,645073,CUST000000061108,1,2000000309743,Mobile,null,0,SGD,1,236,236,2,5,28,259,17659
20250802,2025-08-02,2025-08-02T13:52:47.000Z,645075,CUST000000094766,1,2000000116990,Mobile,null,0,AED,1,59,59,22,13,9,55,1330
20250802,2025-08-02,2025-08-02T18:02:11.000Z,645076,CUST000000232113,1,2000000455068,Mobile,prime5,1,INR,1,2021,2021,7,142,339,2218,2218
20250802,2025-08-02,2025-08-02T19:35:51.000Z,645082,CUST000000200104,2,2000000382159,Website,null,0,AED,1,43,43,15,7,2,38,919
20250802,2025-08-02,2025-08-02T18:31:30.000Z,645095,CUST000000010638,1,2000000136677,Website,null,0,INR,2,269,538,12,65,24,497,497
20250802,2025-08-02,2025-08-02T13:01:01.000Z,645103,CUST000000048990,1,2000000242415,Website,null,0,INR,1,78363,78363,11,8620,8374,78117,78117
20250802,2025-08-02,2025-08-02T14:40:27.000Z,645119,CUST000000038222,1,2000000071916,Website,null,0,INR,2,30484,60968,12,7317,6440,60091,60091
20250802,2025-08-02,2025-08-02T21:26:15.000Z,645134,CUST000000147858,2,2000000166254,Mobile,prime5,1,INR,1,13238,13238,6,795,1489,13932,13932
20250802,2025-08-02,2025-08-02T17:00:40.000Z,645137,CUST000000234705,1,2000000399195,Mobile,prime5,1,CAD,3,291,873,20,175,35,733,46128
20250802,2025-08-02,2025-08-02T19:08:18.000Z,645144,CUST000000231846,1,2000000096582,Website,null,0,INR,2,63764,127528,8,10203,14147,131472,131472
20250802,2025-08-02,2025-08-02T04:15:41.000Z,645159,CUST000000232107,4,2000000391786,Mobile,save50,1,INR,1,4325,4325,6,260,203,4268,4268
20250802,2025-08-02,2025-08-02T03:00:12.000Z,645170,CUST000000050780,1,2000000057514,Mobile,null,0,GBP,1,9,9,6,1,1,9,1062
20250802,2025-08-02,2025-08-02T12:28:54.000Z,645172,CUST000000204479,3,2000000119113,Website,null,0,CAD,1,71,71,2,2,13,82,5161
20250802,2025-08-02,2025-08-02T06:03:06.000Z,645190,CUST000000209394,1,2000000049540,Mobile,prime5,1,CAD,1,19,19,17,4,2,17,1070
20250802,2025-08-02,2025-08-02T08:46:06.000Z,645207,CUST000000098025,4,2000000097435,Mobile,null,0,INR,2,5017,10034,14,1405,432,9061,9061
20250802,2025-08-02,2025-08-02T09:13:06.000Z,645212,CUST000000053662,1,2000000372808,Website,null,0,INR,1,3980,3980,18,717,591,3854,3854
20250802,2025-08-02,2025-08-02T16:01:59.000Z,645220,CUST000000081953,3,2000000069180,Mobile,null,0,INR,1,2307,2307,19,439,224,2092,2092
20250802,2025-08-02,2025-08-02T21:28:18.000Z,645270,CUST000000292377,1,2000000165349,Website,null,0,INR,1,1292,1292,0,0,233,1525,1525
20250802,2025-08-02,2025-08-02T03:39:50.000Z,645273,CUST000000293559,1,2000000052717,Mobile,null,0,AED,2,83,166,19,32,17,151,3652
20250802,2025-08-02,2025-08-02T02:04:37.000Z,645274,CUST000000278933,3,2000000431215,Website,null,0,GBP,1,7,7,14,1,1,7,826
20250802,2025-08-02,2025-08-02T09:37:00.000Z,645301,CUST000000088969,1,2000000363431,Website,null,0,INR,1,2931,2931,12,352,311,2890,2890
20250802,2025-08-02,2025-08-02T00:50:28.000Z,645307,CUST000000046661,2,2000000091525,Mobile,new10,1,INR,1,3720,3720,13,484,580,3816,3816
20250802,2025-08-02,2025-08-02T03:42:14.000Z,645320,CUST000000008352,1,2000000059976,Mobile,prime5,1,INR,1,14786,14786,0,0,740,15526,15526
20250802,2025-08-02,2025-08-02T12:42:08.000Z,645329,CUST000000298155,1,2000000011509,Mobile,new10,1,GBP,1,8,8,0,0,2,10,1180
20250802,2025-08-02,2025-08-02T01:43:02.000Z,645337,CUST000000077121,3,2000000316581,Mobile,null,0,INR,1,60118,60118,0,0,7215,67333,67333
20250802,2025-08-02,2025-08-02T15:55:16.000Z,645340,CUST000000154746,1,2000000370798,Mobile,null,0,INR,1,4827,4827,18,869,475,4433,4433
20250802,2025-08-02,2025-08-02T15:29:00.000Z,645362,CUST000000086123,1,2000000223797,Mobile,null,0,INR,1,11121,11121,5,557,1912,12476,12476
20250802,2025-08-02,2025-08-02T07:20:25.000Z,645367,CUST000000087337,2,2000000067582,Mobile,null,0,INR,1,987,987,12,119,157,1025,1025
20250802,2025-08-02,2025-08-02T02:52:54.000Z,645369,CUST000000110713,2,2000000031712,Mobile,fest20,1,INR,2,955,1910,16,306,81,1685,1685
20250802,2025-08-02,2025-08-02T10:31:41.000Z,645371,CUST000000269579,1,2000000410326,Website,new10,1,AED,1,22,22,22,5,4,21,508
20250802,2025-08-02,2025-08-02T06:05:51.000Z,645376,CUST000000162549,1,2000000312033,Website,null,0,CAD,2,8,16,11,2,2,16,1007
20250802,2025-08-02,2025-08-02T01:28:36.000Z,645377,CUST000000198152,2,2000000216447,Website,null,0,SGD,1,138,138,19,27,21,132,9000
20250802,2025-08-02,2025-08-02T08:38:59.000Z,645379,CUST000000242805,1,2000000311456,Website,null,0,INR,1,1100,1100,0,0,56,1156,1156
20250802,2025-08-02,2025-08-02T15:35:16.000Z,645391,CUST000000188262,2,2000000208800,Website,null,0,AED,1,63,63,9,6,11,68,1645
20250802,2025-08-02,2025-08-02T02:46:32.000Z,645414,CUST000000234675,1,2000000247298,Website,new10,1,AED,1,64,64,10,7,7,64,1548
