product_id,sku,category_code,category_name,brand_code,brand_name,color,size,material,weight_grams,length_cm,width_cm,height_cm,rating_count,file_name,ingest_timestamp
2000000000572,ABLF-APP-0001L,APP,Apparel,ABLF,AmberLeaf,Red,One-Size,Leather,71,26.1,4.9,11.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000589,PHTX-CE-0001M,CE,Electronics,PHTX,Photonix,Gray,One-Size,Aluminum,303,6.3,5.3,10.2,12,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000596,ACME-CE-0001N,CE,Electronics,ACME,AcmeTech,Purple,One-Size,Rubber,360,36,15.6,6.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000602,PLCB-TOY-0001O,TOY,Toys & Games,PLCB,PlayCube,Black,One-Size,Paper,67,9.8,8.9,8.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000619,STAC-BKS-0001P,BKS,Books,STAC,StoryArc,null,One-Size,Steel,71,36.7,10.5,8.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000626,FRFL-GRC-0001Q,GRCY,Grocery,FRFL,FreshFields,Gray,One-Size,Polyester,238,34.2,8.9,13.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000633,RKBR-TOY-0001R,TOY,Toys & Games,RKBR,RocketBear,Silver,One-Size,Wood,208,28.5,12.6,10.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000640,STAC-BKS-0001S,BKS,Books,STAC,StoryArc,null,One-Size,Paper,268,23.6,10.9,11.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000657,QLHS-BKS-0001T,BKS,Books,QLHS,QuillHouse,null,One-Size,Paper,589,12.8,11.1,6.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000664,GMFG-TOY-0001U,TOY,Toys & Games,GMFG,GameForge,Silver,One-Size,Glass,252,29.8,8.6,6.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000671,VOLT-CE-0001V,CE,Electronics,VOLT,VoltEdge,Gray,One-Size,Plastic,95,12.7,7,5.7,19,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000688,FRFL-GRC-0001W,GRCY,Grocery,FRFL,FreshFields,Black,One-Size,Leather,137,38.5,8.7,11.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000695,PRSD-SPT-0001X,SPT,Sports & Outdoors,PRSD,ProStride,Pink,S,Rubber,661,15.4,7.8,9.4,9,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000701,FTFX-APP-0001Y,APP,Apparel,FTFX,FitFlex,White,S,Glass,522,13.2,12.5,2.8,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000718,CSNV-HNK-0001Z,HNK,Home & Kitchen,CSNV,CasaNova,Pink,One-Size,Plastic,1434,15.8,9.6,11.1,8,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000725,LFSP-BKS-00020,BKS,Books,LFSP,Leaf&Spine,null,One-Size,Rubber,445,28.1,19.7,6.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000732,DLHV-GRC-00021,GRCY,Grocery,DLHV,DailyHarvest,Red,One-Size,Polyester,249,30.2,13,8.1,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000749,ARFT-SPT-00022,SPT,Sports & Outdoors,ARFT,AeroFit,Red,XL,Aluminum,89,21.4,14,7.4,30,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000756,TRBZ-SPT-00023,SPT,Sports & Outdoors,TRBZ,TrailBlazer,Navy,XXL,Plastic,165,23,19.8,7.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000763,ECOT-CE-00024,CE,Electronics,ECOT,EcoTone,Black,One-Size,Polyester,612,18.2,6.3,7.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000770,ECOT-CE-00025,CE,Electronics,ECOT,EcoTone,Black,One-Size,Cotton,101,31.6,11.6,11.4,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000787,ECOT-CE-00026,CE,Electronics,ECOT,EcoTone,Gray,One-Size,Leather,345,11.8,11.8,9.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000794,AQPR-HNK-00027,HNK,Home & Kitchen,AQPR,AquaPure,Black,One-Size,Polyester,178,3,4.1,10.3,50,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000800,ACME-CE-00028,CE,Electronics,ACME,AcmeTech,Blue,One-Size,Paper,240,24.2,20.9,5.4,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000817,ABLF-APP-00029,APP,Apparel,ABLF,AmberLeaf,Gray,XS,Plastic,651,27.4,12.3,6.1,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000824,PRLV-HNK-0002A,HNK,Home & Kitchen,PRLV,PureLiving,Silver,One-Size,Aluminum,615,23.2,22.9,6.9,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000831,PRLV-HNK-0002B,HNK,Home & Kitchen,PRLV,PureLiving,Pink,One-Size,Wood,819,23.5,12.2,8.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000848,COTC-APP-0002C,APP,Apparel,COTC,CottonClub,Gray,One-Size,Steel,993,19.2,20.9,3.1,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000855,HPFN-TOY-0002D,TOY,Toys & Games,HPFN,HappyFun,Beige,One-Size,Glass,166,14.6,11.9,11.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000862,ARFT-SPT-0002E,SPT,Sports & Outdoors,ARFT,AeroFit,Gray,One-Size,Polyester,102,28.9,8.5,3.3,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000879,QLHS-BKS-0002F,BKS,Books,QLHS,QuillHouse,null,One-Size,Aluminum,191,17.2,10.4,14.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000886,PRLV-HNK-0002G,HNK,Home & Kitchen,PRLV,PureLiving,Red,One-Size,Aluminum,118,18.5,14.2,6.2,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000893,STCR-HNK-0002H,HNK,Home & Kitchen,STCR,SteelCraft,Silver,One-Size,Wood,1055,18.9,17.5,4.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000909,BLIN-BKS-0002I,BKS,Books,BLIN,BlueInk,null,One-Size,Plastic,994,27.7,13.5,6.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000916,SLKE-BPC-0002J,BPC,Beauty & Personal Care,SLKE,SilkEssence,Navy,One-Size,Rubber,233,22.6,13.6,9.3,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000923,FRFL-GRC-0002K,GRCY,Grocery,FRFL,FreshFields,Red,One-Size,Steel,203,21,6.9,4.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000930,GLOW-BPC-0002L,BPC,Beauty & Personal Care,GLOW,GlowOn,White,One-Size,Paper,151,38,16.9,7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000947,BTNQ-BPC-0002M,BPC,Beauty & Personal Care,BTNQ,Botaniq,Blue,One-Size,Wood,366,18,14,7.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000954,GLOW-BPC-0002N,BPC,Beauty & Personal Care,GLOW,GlowOn,Green,One-Size,Paper,122,27.5,7.1,7.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000961,PRSD-SPT-0002O,SPT,Sports & Outdoors,PRSD,ProStride,Beige,L,Cotton,232,15.4,12.3,9.4,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000978,GMFG-TOY-0002P,TOY,Toys & Games,GMFG,GameForge,Green,One-Size,Polyester,102,14.5,8.4,10.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000985,STAC-BKS-0002Q,BKS,Books,STAC,StoryArc,null,One-Size,Glass,336,29.8,20.1,3.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000000992,LFSP-BKS-0002R,BKS,Books,LFSP,Leaf&Spine,null,One-Size,Plastic,364,33,10.1,7.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001005,VOLT-CE-0002S,CE,Electronics,VOLT,VoltEdge,Blue,One-Size,Wood,399,28.2,12.5,9.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001012,AQPR-HNK-0002T,HNK,Home & Kitchen,AQPR,AquaPure,Gray,One-Size,Aluminum,380,12.7,12.4,12.8,75,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001029,RKBR-TOY-0002U,TOY,Toys & Games,RKBR,RocketBear,Beige,One-Size,Steel,572,21.1,23.6,9.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001036,ABLF-APP-0002V,APP,Apparel,ABLF,AmberLeaf,Pink,One-Size,Cotton,207,20.7,15.5,5.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001043,HPFN-TOY-0002W,TOY,Toys & Games,HPFN,HappyFun,Green,One-Size,Paper,259,19.2,16.6,7.1,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001050,ABLF-APP-0002X,APP,Apparel,ABLF,AmberLeaf,Yellow,L,Aluminum,275,18.2,13,15.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001067,ZNTH-CE-0002Y,CE,Electronics,ZNTH,Zenith,Navy,One-Size,Polyester,254,24.2,11.6,9.5,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001074,SKYL-CE-0002Z,CE,Electronics,SKYL,SkyLink,White,One-Size,Aluminum,234,15.5,9.9,6.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001081,HMNS-HNK-00030,HNK,Home & Kitchen,HMNS,HomeNest,Silver,One-Size,Steel,93,18.2,6.1,2.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001098,PGTR-BKS-00031,BKS,Books,PGTR,PageTurner,null,One-Size,Leather,111,12,11.8,2.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001104,CSNV-HNK-00032,HNK,Home & Kitchen,CSNV,CasaNova,Green,One-Size,Paper,685,18.3,8.7,11.1,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001111,SLKE-BPC-00033,BPC,Beauty & Personal Care,SLKE,SilkEssence,Green,One-Size,Aluminum,275,10.5,12.3,8.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001128,FRFL-GRC-00034,GRCY,Grocery,FRFL,FreshFields,Green,One-Size,Aluminum,117,24.3,17.9,10.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001135,SLKE-BPC-00035,BPC,Beauty & Personal Care,SLKE,SilkEssence,Black,One-Size,Rubber,576,15.3,12.2,12.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001142,CSNV-HNK-00036,HNK,Home & Kitchen,CSNV,CasaNova,Gray,One-Size,Leather,1032,11.2,10.9,7.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001159,QLHS-BKS-00037,BKS,Books,QLHS,QuillHouse,null,One-Size,Paper,221,27.1,15.7,4.9,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001166,ABLF-APP-00038,APP,Apparel,ABLF,AmberLeaf,Pink,L,Steel,582,20.2,13.5,13.1,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001173,PHTX-CE-00039,CE,Electronics,PHTX,Photonix,Red,One-Size,Aluminum,241,26.6,7.4,11.9,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
2000000001180,PHTX-CE-0003A,CE,Electronics,PHTX,Photonix,Navy,One-Size,Aluminum,141,25.2,11.4,9.3,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-09-09T23:34:48.167Z
