dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code,file_name,ingest_timestamp,processed_time
2025-08-01,2025-08-01T23:07:45.000Z,CUST000000005435,643932,1,2000000030968,1,INR,30103,18,2976,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T05:51:27.000Z,CUST000000181673,643936,3,2000000471075,1,INR,2221,11,355,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T05:27:24.000Z,CUST000000032733,643951,1,2000000300801,1,INR,1577,15,162,Mobile,save50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T09:30:47.000Z,CUST000000004471,643961,1,2000000052694,1,USD,23,0,3,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T21:30:06.000Z,CUST000000197853,643962,1,2000000263809,1,CAD,77,2,4,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T19:37:40.000Z,CUST000000117336,643963,2,2000000177427,1,INR,40296,11,4306,Mobile,prime5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T15:50:15.000Z,CUST000000113514,643964,2,2000000026770,1,USD,520,0,63,Mobile,new10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T15:06:35.000Z,CUST000000271766,643968,2,2000000133928,1,INR,780,0,94,Mobile,prime5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T04:54:40.000Z,CUST000000221388,643993,1,2000000360829,1,AED,194,17,20,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T03:20:19.000Z,CUST000000121065,643998,1,2000000350424,1,AED,232,4,27,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T03:20:19.000Z,CUST000000121065,643998,4,2000000257525,1,AED,312,13,33,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T05:28:44.000Z,CUST000000233074,644016,1,2000000015453,1,GBP,484,10,22,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T01:43:27.000Z,CUST000000252740,644020,2,2000000097305,1,INR,55042,0,6606,Mobile,fest20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T04:29:37.000Z,CUST000000120792,644050,1,2000000364032,1,AED,166,13,18,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T03:25:19.000Z,CUST000000145291,644071,3,2000000005225,1,INR,5926,18,585,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T05:42:54.000Z,CUST000000198061,644081,1,2000000048499,1,INR,15017,1,1778,Mobile,fest20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T07:19:06.000Z,CUST000000253608,644110,1,2000000180342,1,GBP,82,15,9,Website,prime5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T09:25:58.000Z,CUST000000114895,644117,3,2000000253794,4,INR,938,10,407,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T20:19:41.000Z,CUST000000094863,644134,1,2000000397757,1,INR,239,1,43,Mobile,prime5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T18:11:25.000Z,CUST000000256704,644145,1,2000000074023,1,INR,725,16,74,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T03:23:07.000Z,CUST000000282841,644154,1,2000000314358,3,INR,111852,10,15168,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T17:50:23.000Z,CUST000000095607,644166,4,2000000213620,1,INR,6048,1,720,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T15:25:16.000Z,CUST000000214101,644167,1,2000000075433,1,AED,209,5,24,Mobile,new10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T19:01:28.000Z,CUST000000154488,644178,1,2000000352701,1,USD,24,11,3,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T13:59:14.000Z,CUST000000014898,644187,1,2000000431468,2,INR,2139,2,503,Mobile,fest20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T11:04:18.000Z,CUST000000004996,644206,3,2000000243894,1,INR,1215,0,146,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T23:16:46.000Z,CUST000000276327,644217,4,2000000168692,1,INR,74843,10,3352,Website,prime5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T19:40:40.000Z,CUST000000202289,644235,2,2000000212586,1,GBP,1132,19,46,Mobile,fest20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T01:27:53.000Z,CUST000000255274,644240,2,2000000158471,1,AUD,175,0,22,Mobile,new10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T03:20:55.000Z,CUST000000207147,644241,1,2000000048000,1,CAD,907,11,41,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T11:28:20.000Z,CUST000000200558,644248,1,2000000012292,2,GBP,16,9,4,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T06:25:17.000Z,CUST000000110521,644249,1,2000000495385,4,CAD,175,13,31,Website,new10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T06:18:29.000Z,CUST000000087966,644252,1,2000000118550,1,USD,34,9,2,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T10:52:16.000Z,CUST000000125648,644268,1,2000000419213,2,INR,613,10,133,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T02:25:34.000Z,CUST000000027897,644274,1,2000000130941,1,INR,580,15,89,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T09:28:08.000Z,CUST000000221735,644279,3,2000000313399,3,INR,8248,11,3946,Website,fest20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T09:28:08.000Z,CUST000000221735,644279,4,2000000453712,1,INR,35496,20,5086,Website,fest20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T02:37:54.000Z,CUST000000004797,644281,1,2000000245140,2,AED,101,10,23,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T20:36:56.000Z,CUST000000150110,644295,2,2000000008134,2,GBP,6,8,2,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T20:36:00.000Z,CUST000000050000,644303,1,2000000096926,1,INR,5858,0,704,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T14:42:39.000Z,CUST000000027588,644308,2,2000000030852,1,AED,64,2,8,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T13:17:55.000Z,CUST000000191362,644317,1,2000000305479,2,INR,2963,2,694,Mobile,fest20,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T06:26:45.000Z,CUST000000134496,644339,2,2000000435282,1,USD,40,0,3,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T00:19:48.000Z,CUST000000291430,644348,2,2000000312316,2,INR,3216,17,268,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T10:28:21.000Z,CUST000000199012,644359,2,2000000460758,1,AED,113,7,13,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T08:26:21.000Z,CUST000000080664,644360,1,2000000272627,1,INR,14580,7,1625,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T21:05:40.000Z,CUST000000132118,644393,3,2000000469454,1,USD,580,1,69,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T08:49:29.000Z,CUST000000135306,644415,1,2000000384191,1,INR,45544,5,7795,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T10:06:39.000Z,CUST000000162972,644431,2,2000000335636,3,SGD,1155,8,382,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-01,2025-08-01T07:11:32.000Z,CUST000000029342,644436,1,2000000227009,1,USD,88,1,5,Website,prime5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-01.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T17:50:58.000Z,CUST000000049342,644439,2,2000000485638,1,INR,641,11,69,Website,prime5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T22:45:26.000Z,CUST000000105163,644452,1,2000000340432,1,INR,25638,8,2838,Website,new10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T12:41:34.000Z,CUST000000283114,644455,1,2000000303130,1,USD,60,13,3,Website,prime5,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T16:45:14.000Z,CUST000000283943,644478,1,2000000085005,1,INR,3773,0,453,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T21:06:08.000Z,CUST000000226552,644480,2,2000000376943,1,INR,74095,8,12283,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T13:48:01.000Z,CUST000000178320,644482,1,2000000108674,1,INR,2871,5,330,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T12:33:00.000Z,CUST000000011566,644491,1,2000000024653,1,SGD,97,16,15,Website,new10,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T04:01:11.000Z,CUST000000044798,644497,4,2000000046730,1,INR,3336,11,356,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T14:31:06.000Z,CUST000000278505,644504,1,2000000139296,1,USD,31,10,2,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T01:47:19.000Z,CUST000000205770,644523,1,2000000400785,3,GBP,38,11,6,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T00:00:48.000Z,CUST000000053447,644531,1,2000000465791,2,AED,2613,7,582,Website,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T09:52:09.000Z,CUST000000141439,644535,3,2000000126746,1,INR,10224,14,440,Mobile,save50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T09:52:09.000Z,CUST000000141439,644535,5,2000000270463,2,INR,1610,10,524,Mobile,save50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T05:37:25.000Z,CUST000000024778,644540,2,2000000474281,1,INR,984,4,114,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T01:21:20.000Z,CUST000000183878,644544,1,2000000181769,2,USD,16,8,6,Mobile,null,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
2025-08-02,2025-08-02T10:29:15.000Z,CUST000000082278,644547,2,2000000440699,1,AUD,46,11,5,Website,save50,dbfs:/Volumes/ecommerce/source_data/raw/order_items/landing/order_items_2025-08-02.csv,2026-09-10T00:05:14.305Z,2026-09-10T00:15:25.825Z
